Comment_Id,Dataset,Comment,User_Is_Sexist,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,User_Rated_Sexist_Content_Reasoning
1413,call_me,I don't like female commentators for the NFL,True,0.40336934,0.4907465,0.20434737,0.10735235,3.0,70.0,Stereotypes and Comparative opinions
1417,call_me,"if a girl had the ""balls"" to join the football team, i wouldnt treat them the same as everyone else, it would be worse",True,0.509388,0.120924085,0.2735258,0.44431314,3.0,75.0,Stereotypes and Comparative opinions
1421,hostile,RT MENTION4731 I'm not sexist but I don't like female refs,True,0.42349213,0.48949075,0.18355975,0.17380778,3.0,75.0,Stereotypes and Comparative opinions
1422,hostile,"MENTION1371 A lot of MRA's are gay, actually.  They see how feminism merely uses them.",False,0.48141238,0.55044734,0.40243408,0.27274927,1.0,0.0,Maybe Sexist - needs more context
1438,hostile,"If Kat stays, we can watch her descent into meth induced insanity. #mkr",False,0.37751234,0.025002124,0.35333878,0.12551236,1.0,0.0,Not a direct statement of sexist opinion
1443,call_me,I want a stay at home wife,False,0.042657252,0.008028535,0.012718908,0.017914234,2.0,25.0,Behaviorial Expectations
1448,hostile,RT MENTION4169 I swear I'm not sexist but get these ladies outta here when it comes to football,True,0.4269174,0.38200524,0.26957804,0.25093055,3.0,70.0,Behaviorial Expectations
1464,call_me,I don't trust boys who use ellipticals.,True,0.2043827,0.11280017,0.06319981,0.044668075,2.0,25.0,Behaviorial Expectations
1474,hostile,Actually I hate people who talk about any sport when they can't name over 50 players playing that sport.. #mostlywomen #notsexist #justtrue,True,0.40614098,0.3817989,0.1935001,0.20483992,3.0,65.0,Stereotypes and Comparative opinions
1477,benevolent,MENTION2132 dam that's tall for a girl 😂,False,0.45703048,0.10221587,0.2469859,0.4381921,2.0,30.0,Stereotypes and Comparative opinions
1482,call_me,I doubt any women will pass te BUDS and 99.9% of seal training when the allow it,True,0.20335422,0.23542951,0.061451588,0.03715288,3.0,75.0,Stereotypes and Comparative opinions
1485,hostile,"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR",False,0.51980776,0.2764353,0.5739874,0.25275812,2.0,30.0,Not a direct statement of sexist opinion
1487,benevolent,#adaywithoutwomen Is like a day without other stuff I'd hate spending a day without...so...yeah...it's been a long week...sorry,False,0.25915736,0.19100772,0.06826523,0.09098661,1.0,0.0,Not a direct statement of sexist opinion
1490,call_me,More frequently I see guys behaving straight out of their emotions. that's female behavior imo,True,0.11479026,0.10221587,0.027218282,0.040409464,3.0,70.0,Behaviorial Expectations
1497,hostile,I would rather have a blind dog as a ref than freakin Liz. I am sorry I am not sexist but that is why girls should not ref boys games.,True,0.53579444,0.33675182,0.44126466,0.4862434,4.0,85.0,Behaviorial Expectations
1500,hostile,MENTION996 I don't think women can make tough military decisions. Notice Hilary's face during the Bin L raid http://t.co/WtcwEDajEG,True,0.3047732,0.30256465,0.14331897,0.058445938,3.0,75.0,Stereotypes and Comparative opinions
1502,hostile,".MENTION3728 Then what REALLY opened my eyes. An article on financial abortion. Even, after reading, I still opposed. Responsibility, etc.",False,0.06579731,0.005956655,0.0151129225,0.016889455,1.0,0.0,Not a direct statement of sexist opinion
1511,benevolent,Let's pay a tribute to the spirit of women's. EMPI takes pride in empowering women's by educating them to face the… https://t.co/mkq0vN8MHv,False,0.07371122,0.049761772,0.01890341,0.025497584,1.0,0.0,Not a direct statement of sexist opinion
1513,hostile,"Half the time when I read a girls tweet I read like the dude in ""Sh*t sorority girls say"" video on YouTube. #notsexist #justahabit",True,0.584095,0.26663736,0.38406035,0.6242122,2.0,25.0,Stereotypes and Comparative opinions
1517,call_me,I will not vote for a women president ✊👌 MENTION2059 #QuotesByBrett,True,0.42129645,0.48915586,0.24928534,0.07385241,4.0,95.0,Stereotypes and Comparative opinions
1520,call_me,OHHHH maaaan LOL “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”,True,0.78855824,0.36942887,0.6798578,0.65961236,4.0,85.0,Stereotypes and Comparative opinions
1522,benevolent,"No man succeeds without a good woman behind him, a wife or mother & if it's both then he is twice as blessed.....",True,0.054531995,0.015857628,0.018774498,0.013029462,3.0,75.0,Stereotypes and Comparative opinions
1523,call_me,I don't like women commentators on mens sports.. just don't like it,True,0.3666224,0.4139151,0.11797678,0.08549073,3.0,75.0,Behaviorial Expectations
1542,benevolent,"Nothing should be as important to a nation than the health of its women, children & young people #WomensDay… https://t.co/KtH35Q5LKL",False,0.022374803,0.011025362,0.009127886,0.012448754,1.0,0.0,Not a direct statement of sexist opinion
1545,call_me,I'm not attracted to women who are well versed in sports statistics.,True,0.3047732,0.36702603,0.08533409,0.06145202,2.0,30.0,Behaviorial Expectations
1548,benevolent,"""You have a good taste in music for a girl"" 
....yeah cause only guys have good taste. 🙃",True,0.2330714,0.10221587,0.08558089,0.029888187,3.0,75.0,Stereotypes and Comparative opinions
1556,call_me,every girl has a little part of them that wants to be a princess. And every boy has a part that wants to rescue them.,True,0.11450345,0.039972372,0.027841117,0.06796519,2.0,30.0,Behaviorial Expectations
1557,call_me,"The killers are women!?!? Damn, I would've never guessed that #CriminalMinds",False,0.6027529,0.45610145,0.4125297,0.5722072,2.0,30.0,Not a direct statement of sexist opinion
1564,call_me,I don't trust no women....and personally I don't think they even trust themselves.....i love yall tho,True,0.50503236,0.55803186,0.3388922,0.19278693,3.0,75.0,Stereotypes and Comparative opinions
1572,benevolent,"It's time to show the world what a woman can do, women can change the world  ..  superb video .. I loved it.  #WomensDay    
MENTION179",False,0.05230548,0.034300596,0.014960921,0.019963788,1.0,0.0,Not a direct statement of sexist opinion
1576,call_me,MENTION4621 Lara would have make a better spokeswoman than Kate U in “Game of War” commercial.,False,0.049584184,0.0049577127,0.0198058,0.012448754,2.0,25.0,Not a direct statement of sexist opinion
1578,benevolent,"“There is no limit to what we, as women, can accomplish.” —Michelle O.
Happy #WomensDay ! https://t.co/PRg9ozxg7S",False,0.019603057,0.011247349,0.008557882,0.010262563,1.0,0.0,Not a direct statement of sexist opinion
1581,benevolent,"To all the Mother - ladies out there! #womensday #womensday2017
We respect fr ur sacrifices&battles u going thru, f… https://t.co/syDxnACBTX",False,0.023671126,0.006992595,0.009051885,0.01982715,1.0,0.0,Not a direct statement of sexist opinion
1587,benevolent,"“The biggest coward of a man is to awaken the love of a woman without the intention of loving her.”

Bob M",False,0.37073207,0.10221587,0.40243408,0.054437835,2.0,30.0,Not a direct statement of sexist opinion
1592,hostile,Retweet if you hate Ovechkin. Fav if you hate Ovechkin. Hate Ovechkin.,False,0.47119883,0.26833034,0.36798462,0.23083201,1.0,0.0,Not a direct statement of sexist opinion
1594,call_me,it's just not ok for a guy to like 'Revenge'. It's just not.,True,0.07212844,0.00880549,0.02012808,0.018324144,3.0,75.0,Behaviorial Expectations
1600,hostile,"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr",True,0.50759226,0.316,0.54471385,0.33258784,3.0,70.0,Stereotypes and Comparative opinions
1607,call_me,this cute Unicorn is the only girl's toy my Men's Shed makes. I'm open to polite suggestions. https://t.co/VDB7D7kNhw,False,0.11140333,0.009360458,0.017743196,0.0864606,2.0,30.0,Not a direct statement of sexist opinion
1610,hostile,"""girl sports"" gives it away here MENTION2506 I dont even understand why girl sports are televised #notsexist #justsaying",True,0.2763787,0.18002926,0.061101943,0.09098661,3.0,70.0,Behaviorial Expectations
1611,call_me,"Just saw a woman bus driver. women are inferior. Right?
#Iknowimright",True,0.50789946,0.56711763,0.4555076,0.20139475,4.0,95.0,Stereotypes and Comparative opinions
1613,call_me,I enjoy listening to guys singing better than girls,False,0.37751234,0.40255263,0.24835461,0.12991914,2.0,30.0,Not a direct statement of sexist opinion
1620,benevolent,SO many love songs I can think of are a male character declaring himself unworthy of or constantly needing to earn the love of a woman,False,0.16043124,0.068465814,0.039151907,0.050429728,1.0,0.0,Not a direct statement of sexist opinion
1621,hostile,Surely THIS proves that those two cunts can't cook... #mkr,False,0.7570315,0.05794714,0.6308392,0.62717754,4.0,90.0,Not a direct statement of sexist opinion
1630,hostile,RT MENTION3522 Girls can't catch ghosts! #fact #notsexist #justsaying #Ghostbusters,True,0.28425202,0.15517195,0.0813853,0.17752954,3.0,65.0,Behaviorial Expectations
1632,benevolent,"But through my experiences, flaws, disrespect and bullshit I learned a good woman is your greatest asset on your journey in life as a man.",False,0.584095,0.11280017,0.36365277,0.70864636,2.0,30.0,Not a direct statement of sexist opinion
1633,call_me,"MENTION447 MENTION1959 I've complimented women like this in all of the ""no"" ones excep… https://t.co/p6f3emkqUK",False,0.08795626,0.019274252,0.018129934,0.05268429,1.0,0.0,Not a direct statement of sexist opinion
1643,hostile,MENTION2483 MENTION1804 Seems she did have plenty of time to deny evidence and arguments...just no time to make them...,False,0.044636376,0.0023123662,0.018129934,0.011697251,1.0,0.0,Not a direct statement of sexist opinion
1645,hostile,MENTION786 if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr,False,0.3974717,0.10221587,0.16817254,0.22612886,3.0,70.0,Not a direct statement of sexist opinion
1651,call_me,MENTION29 u may yes there are times when you feel judges is acting 2 tough. Feels lyk a scum that incl. Lady judge,False,0.5532103,0.05612817,0.6051471,0.3320008,3.0,70.0,Maybe Sexist - needs more context
1661,benevolent,also when that lady forgot her name but she was a b*tch was fighting sinbad she was like A MAN...BEATING ME? WE R NATURALY SUPERIOR..WOMEN,True,0.7252971,0.4887047,0.57566804,0.6001929,3.0,75.0,Endorsement of inequality
1678,call_me,"MENTION1128 Doggy is only limited to women. Women of ages 16-35. Unless they look like Jen A, 36 up is a no. lol",False,0.23812068,0.17769934,0.07808672,0.052183274,3.0,65.0,Not a direct statement of sexist opinion
1682,call_me,i don't think girls should rap,True,0.37751234,0.4453683,0.1711343,0.1765991,3.0,75.0,Behaviorial Expectations
1687,call_me,"Lol is a feminist a fwd doah RT MENTION278: I don't too pree female hurricane, dem 2 emotional ya man",True,0.3722269,0.36733335,0.24767025,0.22643133,3.0,75.0,Stereotypes and Comparative opinions
1695,benevolent,"A Man is lucky if he is the first love of a Woman
&
A Woman is lucky if she is the last love of a man....✨",False,0.17371799,0.15303208,0.03522326,0.018119188,2.0,30.0,Stereotypes and Comparative opinions
1696,call_me,"idc, female uber drivers are better.",True,0.20705862,0.23846684,0.047935467,0.028776871,2.0,30.0,Stereotypes and Comparative opinions
1710,call_me,Unless it’s my birthday that’s not happening 💀 I’m not letting a girl pay for me. It kills my ego https://t.co/96PvA5b8Vn,True,0.2854869,0.06431354,0.06687108,0.20916378,2.0,30.0,Behaviorial Expectations
1711,call_me,theres something about a girl driving  that scares me...or maybe its because she would rather... http://t.co/In6PXBCA,True,0.12520397,0.028016793,0.025413504,0.07126612,3.0,70.0,Stereotypes and Comparative opinions
1712,benevolent,where would we be without the love of a woman? #InternationalWomensDay,False,0.10045706,0.06704199,0.019032324,0.02385794,1.0,0.0,Not a direct statement of sexist opinion
1724,hostile,I hope she kicks your ass out. MENTION1679 I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,True,0.85850734,0.2964622,0.5130944,0.6919765,3.0,75.0,Behaviorial Expectations
1727,call_me,Debate me be mad be whatever the fuck nah that shit ain't the wave.,False,0.89241093,0.04641757,0.5130944,0.90862066,1.0,0.0,Not a direct statement of sexist opinion
1733,benevolent,#internationalwomensday #adaywithoutwomen We have always been the catalysts & change makers. #Reject misogyny at every turn! Everyone should,False,0.102192536,0.05976611,0.023608726,0.022833163,1.0,0.0,Not a direct statement of sexist opinion
1734,call_me,it's worse when I look over and it's a woman picking her nose and eating it.,True,0.40060925,0.23467018,0.25800487,0.22622968,3.0,65.0,Behaviorial Expectations
1746,call_me,I have a hard time listening to a woman call a baseball game #mets,True,0.15766735,0.10221587,0.033570543,0.03990845,2.0,30.0,Endorsement of inequality
1750,call_me,i think they should invent a chip for cellphones that zaps women if they turn it on while driving a vehicle.,True,0.18459146,0.11047905,0.031146556,0.047173142,4.0,95.0,Behaviorial Expectations
1751,call_me,giant diamond-encrusted crucifixes and mom pants do not look flattering on a woman. #trainridehome,True,0.20219094,0.08170113,0.057890166,0.07999486,3.0,70.0,Stereotypes and Comparative opinions
1753,call_me,Im sorry putting washing out to dry is no job for a man! #Ballache,True,0.11378009,0.016762028,0.032028005,0.036651865,3.0,75.0,Behaviorial Expectations
1756,benevolent,"I am going to create a restaurant called ""Sammich world"" and im only going to hire women.
#adaywithoutwomen has made me see the light!",True,0.32919475,0.3780483,0.09416737,0.053435806,3.0,70.0,Behaviorial Expectations
1763,hostile,Kat you're fkn ass #MKR,True,0.64447093,0.03919895,0.6308392,0.7785769,1.0,0.0,Maybe Sexist - needs more context
1771,benevolent,"""The biggest coward of a man is to awaken the love of a woman without the intention of loving her.""- Bob M #InternationalWomensDay",False,0.30502358,0.12735364,0.26957804,0.096805766,2.0,30.0,Not a direct statement of sexist opinion
1785,hostile,Men lack such self-awareness MENTION1054 Women are so complicated. #NotSexist,True,0.3972142,0.40883094,0.26957804,0.1352073,3.0,70.0,Behaviorial Expectations
1786,call_me,"MENTION2175 okay, you look PERFECT this morning. Hair, make-up, earrings, dress -- spot on. Do… https://t.co/ydnrkBcosf",False,0.058737632,0.005105704,0.014238917,0.04592061,2.0,20.0,Not a direct statement of sexist opinion
1799,hostile,"""Simple things please simple minds."" MENTION1989 I'm not sexist but dammit, the best jokes are.",False,0.52139956,0.04023018,0.33154017,0.541926,3.0,70.0,Maybe Sexist - needs more context
1809,call_me,"i dont know if i can watch a full length womens hockey game. also, the players having faces that i wanna do doesnt help.",True,0.1693855,0.08087392,0.033680726,0.042413518,3.0,65.0,Stereotypes and Comparative opinions
1815,benevolent,"#InternationalWomensDay because I've witnessed a man refer to an executive woman as ""A Good Girl"" #BeBoldForChange",False,0.0665887,0.04177703,0.019547975,0.022149978,2.0,30.0,Not a direct statement of sexist opinion
1816,call_me,"if a woman is married, and chooses NOT to have sex with her husband...she shouldn't be mad if he cheats...#imjussayin",True,0.38811707,0.07425626,0.08459369,0.24631839,3.0,75.0,Behaviorial Expectations
1818,call_me,I love when a man asks for my beer advice. #beerchick,False,0.055521555,0.0065856185,0.01767874,0.036401358,2.0,30.0,Not a direct statement of sexist opinion
1820,call_me,"Lol. How cute? ""God's"" sexuality is Shrodinger's cat. RT""MENTION3327: I think God is male... https://t.co/MNMcestg9x""",True,0.37751234,0.22261032,0.15911613,0.22562476,1.0,0.0,Stereotypes and Comparative opinions
1825,benevolent,"The foundation of every great man, is the love of a woman",False,0.1182615,0.08004672,0.028281843,0.027000591,2.0,30.0,Not a direct statement of sexist opinion
1831,hostile,MENTION4472 I'm not sexist but I hate hearing the female football sports casters. Idk why,True,0.47323486,0.46050715,0.26957804,0.2564132,2.0,30.0,Behaviorial Expectations
1834,benevolent,"💛 You're not cute, you always look like A MAN which is definitely a positive aspect https://t.co/S0wNYIh2r9",False,0.05824285,0.00569767,0.025284592,0.03239325,3.0,70.0,Not a direct statement of sexist opinion
1838,benevolent,"ABCDEFG means 
A Boy Can Do Everything For a Girl 👌🏽",True,0.14950264,0.04435511,0.028392024,0.0741757,3.0,75.0,Behaviorial Expectations
1852,call_me,"You may I have a little list?/
Edwina and Louise/
and most of all Nadine:/
You'll not me missed,/
You'll not be missed.",False,0.016210219,0.0030338243,0.008595883,0.012687869,1.0,0.0,Not a direct statement of sexist opinion
1870,benevolent,"Did you know ABCDEFG means 
A Boy Can Do Everything For a Girl
reverse GFEDCBA means
Girl Forget Everything Done & Catches New Boy Again",False,0.11181668,0.04693319,0.022706337,0.035649836,2.0,30.0,Not a direct statement of sexist opinion
1878,benevolent,"ABCDEFG means....
A boy can do everything for a girl. 
Reverse, GFEDCBA means....
Girl forget everything done &... https://t.co/qmWBbF0e6J",False,0.18269104,0.10221587,0.042665333,0.077731855,3.0,70.0,Not a direct statement of sexist opinion
1882,benevolent,My daughter throws more like a man than Barry. MENTION3407 https://t.co/Dp6xTFScxM,True,0.25462922,0.031722516,0.07840354,0.13785136,3.0,70.0,Stereotypes and Comparative opinions
1891,hostile,Suck shit Kat you dumb shit. Go back into the swamp behind ya and shut the fuck up. #MKR,False,0.9749944,0.23998553,0.87225974,0.92389363,1.0,0.0,Not a direct statement of sexist opinion
1893,call_me,"In a way, I would like to see a Harris-Warren or Warren-Harris ticket.
But I also know women don’t always work well… https://t.co/hDfYwbXDRh",False,0.22846605,0.26663736,0.0808917,0.021808386,3.0,75.0,Maybe Sexist - needs more context
1894,benevolent,"I like to think of myself as a strong independent woman, but I can't deny the fact that it feels damn good to be taken care of by a man.",False,0.3389984,0.09162762,0.09416737,0.4163752,2.0,40.0,Not a direct statement of sexist opinion
1896,call_me,females shouldn't have hair anywhere south of their eyelashes #imjustsayin,True,0.46716887,0.5203519,0.26957804,0.18417911,3.0,75.0,Behaviorial Expectations
1897,hostile,RT MENTION2632 Not sexist but girls on twitter aren't funny,True,0.38811707,0.37082586,0.2679134,0.19524631,2.0,30.0,Stereotypes and Comparative opinions
1906,hostile,MENTION2780 Depends if these 2 cesspools came from a house that taught them integrity and morals as a child ... Sadly not 😕 #toxickat #mkr,False,0.3140926,0.033784978,0.26957804,0.10611444,1.0,0.0,Not a direct statement of sexist opinion
1911,hostile,Ahh Manu well said! Just cook good food and you'll be OK. Simples! Back in ya box bitch Kat #MKR,False,0.6342749,0.10221587,0.6109131,0.5643384,4.0,85.0,Maybe Sexist - needs more context
1923,call_me,"woman suck at driving, period.",True,0.8115627,0.6458014,0.64537907,0.542788,4.0,90.0,Stereotypes and Comparative opinions
1925,call_me,i enjoy womens snowboarding. #USA,False,0.05131592,0.028886627,0.015036922,0.022901481,1.0,0.0,Not a direct statement of sexist opinion
1928,benevolent,"Honor Women Everyday! Think about the very woman who gave birth to you! The love of a woman is unmatched. 
#InternationalWomensDay",False,0.033806015,0.0233943,0.012224905,0.013576009,1.0,0.0,Not a direct statement of sexist opinion
1936,call_me,"men, unless they are chefs, should not be allowed to buy produce. #loveyoubutdontbuysummersqashinnovember",True,0.3127066,0.34974504,0.08434689,0.03840541,2.0,30.0,Stereotypes and Comparative opinions
1942,hostile,RT MENTION941 Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work.,True,0.19789438,0.10221587,0.033239998,0.10116278,3.0,75.0,Endorsement of inequality
1947,hostile,MENTION1087 Men's rights activist or advocate.,False,0.014136819,0.0071405866,0.0081208795,0.013029462,1.0,0.0,Not a direct statement of sexist opinion
1948,call_me,"I hate this... #nomancard RT MENTION1600: My teammates boyfriend wants to take her last name. Her, last name. 

Feminism",True,0.4014846,0.3817989,0.1935001,0.19893537,2.0,30.0,Behaviorial Expectations
1951,call_me,women's cricket is boring.,True,0.44002727,0.48915586,0.35505778,0.17241211,3.0,75.0,Stereotypes and Comparative opinions
1958,call_me,"I do not like women sports analysts, journalists or commentators. Instant channel change. Exception is MENTION4119.",True,0.37751234,0.45610145,0.15911613,0.049928714,4.0,85.0,Behaviorial Expectations
1978,benevolent,ABCDEFG means... A Boy Can Do Everything For A Girl ♥,True,0.17198499,0.049761772,0.029493837,0.082581155,2.0,40.0,Behaviorial Expectations
1979,call_me,Iv just seen some blond girl driving a Nissan skyline RS that's just wrong,True,0.3250515,0.2816105,0.17361937,0.10982819,2.0,30.0,Behaviorial Expectations
1985,call_me,dads should not be dance dads 😳 go coach baseball,True,0.23415339,0.016963007,0.07967083,0.05017922,3.0,75.0,Behaviorial Expectations
1996,call_me,LOL RT MENTION1612: Sexist!! RT MENTION3826: i hate hearing a woman on sportscenter..,True,0.51980776,0.48915586,0.36798462,0.29209393,4.0,95.0,Behaviorial Expectations
2002,call_me,I am firmly against guys posting selfies with the dog filter,True,0.19986437,0.05612817,0.056719027,0.084844165,1.0,0.0,Behaviorial Expectations
2009,call_me,I’d much rather watch this than women’s football. https://t.co/TBrbC4URHE,False,0.15822013,0.1508922,0.030265106,0.029460056,2.0,30.0,Maybe Sexist - needs more context
2021,hostile,Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #SoTrue,True,0.9391453,0.7207808,0.78565484,0.87472564,4.0,95.0,Stereotypes and Comparative opinions
2022,call_me,men shuldnt hav ther nipples pierced.,True,0.56269526,0.1508922,0.16780703,0.473824,2.0,30.0,Behaviorial Expectations
2027,call_me,MENTION1394 I agree. Every high school boy ought to have relations with a hot mom. But I don't condone opposite..,True,0.44573322,0.057037655,0.123407245,0.30161268,3.0,75.0,Behaviorial Expectations
2033,hostile,I'm not sexist but a female can't do what a nigga do... In the end y'all gonna look like a hoe and a dude gonna look like a playa,True,0.83334327,0.7406625,0.68668073,0.6919765,3.0,75.0,Endorsement of inequality
2050,hostile,RT MENTION4401 Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit,True,0.6744087,0.39207554,0.47384647,0.6321197,3.0,75.0,Stereotypes and Comparative opinions
2054,benevolent,"Me @ 5'7"": i'm  tall for a girl
Dutch friend @ 6': what? honey, youre not that tall???
Me: .....i mean.....back home......",False,0.23271075,0.08500996,0.06564732,0.1110661,1.0,0.0,Not a direct statement of sexist opinion
2055,hostile,"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr",True,0.60311776,0.14661247,0.54525656,0.541926,3.0,75.0,Behaviorial Expectations
2074,benevolent,"I'm a woman. I don't want superiority over men nor the equality. I just want to be treated with dignity and respect. That's all.
#womensday",False,0.10956833,0.08087392,0.023221988,0.021125201,1.0,0.0,Not a direct statement of sexist opinion
2076,hostile,False. Equivalence. MENTION4180: I'm not sexist i hate boys and girls equally.,False,0.5885171,0.5135796,0.36798462,0.28364125,2.0,25.0,Not a direct statement of sexist opinion
2078,call_me,"if a girl wants to get her tits out, she can! When was the sun and family newspaper?! #nomorepage3 #readthetelegraph",False,0.6544696,0.10815793,0.26957804,0.5365423,2.0,30.0,Not a direct statement of sexist opinion
2079,hostile,"RT MENTION3516 I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.",True,0.3047732,0.051353373,0.07808672,0.19770569,3.0,70.0,Behaviorial Expectations
2091,call_me,when a girl tells a joke that's not funny at all I just get annoyed...,True,0.21776234,0.1015541,0.06319981,0.080318145,2.0,30.0,Behaviorial Expectations
2092,benevolent,Empowering women empowers humanity. MENTION2806 #BeBoldForChange info is here:  https://t.co/nMjW6lkmiF #WomensDay https://t.co/BAM7CSqzgi,False,0.06579731,0.043839492,0.015036922,0.034146797,1.0,0.0,Not a direct statement of sexist opinion
2102,call_me,What? :/ RT MENTION4257: I really don't  appreciate the fact that women are loading coaster buses now,True,0.30514878,0.36273825,0.08459369,0.091633186,3.0,70.0,Behaviorial Expectations
2104,hostile,"I'm not sexist, but sexist jokes are funny",False,0.3389984,0.084182754,0.06794841,0.21564959,3.0,70.0,Not a direct statement of sexist opinion
2105,hostile,"Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Girls should not be allowed to be commentators for football games",True,0.44002727,0.5135796,0.28997475,0.09001675,4.0,85.0,Behaviorial Expectations
2108,call_me,women still cannot place food scooped right out of a deep-fat fryer into their mouths like men.,True,0.47119883,0.50125694,0.40698266,0.18909787,3.0,75.0,Stereotypes and Comparative opinions
2110,benevolent,"MENTION3181 Real women also have a good man at their side and ain't out there manipulating society with their ""QUEER"" intentions as values.",True,0.3389984,0.38223284,0.19967617,0.0864606,4.0,85.0,Behaviorial Expectations
2112,benevolent,"#dedicated 2 All women 
#womensday 
W👰#Wonderful

O💇#outsanding

M👱#marvellous

A👩#adorable

N👧#nice
WOMAN WORD  CO… https://t.co/dIxz79yxoK",False,0.048099842,0.011173353,0.01313691,0.07611542,1.0,0.0,Not a direct statement of sexist opinion
2114,call_me,Pitch?  zero chance I watch that,False,0.035691574,0.0026083488,0.0113509,0.017231047,1.0,0.0,Not a direct statement of sexist opinion
2120,benevolent,"When a woman can plan her family, she can plan the rest of her life. #WomensDay https://t.co/yRhHjMjfjH",False,0.05255287,0.04280826,0.013934915,0.014805742,1.0,0.0,Not a direct statement of sexist opinion
2128,call_me,MENTION1319 I would rather have men announce men's sports and women announce women's sports #lesbians? #sexistiknow,True,0.4402136,0.45348886,0.24903896,0.2761231,3.0,75.0,Behaviorial Expectations
2142,hostile,"MENTION1485 MENTION3314 Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",False,0.17805049,0.0034408006,0.08508729,0.031140719,1.0,0.0,Not a direct statement of sexist opinion
2146,benevolent,Any #woman with self respect worthy of honour will never want #men in their lives 2b disrespected or use them for m… https://t.co/xHLDAtGSmO,False,0.17285149,0.11512129,0.054376744,0.06796519,3.0,75.0,Not a direct statement of sexist opinion
2175,hostile,RT MENTION2553 If i let a girl drive my car it means something. #notsexist #justscience,True,0.25727063,0.12440576,0.05262003,0.12158839,3.0,70.0,Stereotypes and Comparative opinions
2177,call_me,I don't think the young lady on a date in the next booth cares *that* much about arena football.,False,0.05280026,0.009767435,0.016632931,0.024404489,2.0,30.0,Not a direct statement of sexist opinion
2181,benevolent,A strong #woman builds her own #world #womensday #naistenpäivä #love #spirituality #innerstrength https://t.co/d5BxdNozk1,False,0.012817383,0.005253696,0.007132874,0.014669105,1.0,0.0,Not a direct statement of sexist opinion
2189,call_me,I think it's weird when guys take too many pictures of themselves.. i think its a girl thing.,True,0.13388206,0.041003603,0.030044744,0.057443913,2.0,25.0,Behaviorial Expectations
2195,call_me,some guys are absolutely disgusting when it comes to stuff like that https://t.co/ceipWvu1uo,False,0.47886392,0.1808059,0.48484445,0.29168049,1.0,0.0,Not a direct statement of sexist opinion
2197,call_me,"SO sexist. MT MENTION2835 I say men on front lines, women in interrogation. No man could trick me like a woman can!",True,0.40060925,0.2816105,0.26957804,0.12220735,4.0,85.0,Stereotypes and Comparative opinions
2201,hostile,MENTION2024 she already stated that it's not going to happen LOL .. Any day now she will come out saying that editing I'd to blame #mkr,False,0.2540519,0.018872296,0.076819435,0.09001675,1.0,0.0,Not a direct statement of sexist opinion
2203,benevolent,"🎶I need a man
A man who can act like a man🎶",True,0.10045706,0.017264472,0.030816011,0.031391226,2.0,30.0,Behaviorial Expectations
2210,hostile,"MENTION1690 MENTION297 You have more legal rights than I do, is that OK?",False,0.054037213,0.008139528,0.014162917,0.019485557,3.0,70.0,Not a direct statement of sexist opinion
2229,call_me,"MENTION408 Sorry, 7 of those women need a bit more make-up.",False,0.23235008,0.11744241,0.081261896,0.057443913,3.0,70.0,Stereotypes and Comparative opinions
2230,benevolent,"""She was beautiful, passionate and just as crazy as I am..She could party like a man and love like a woman"" -Blow 💋",False,0.25462922,0.021786476,0.08459369,0.20016506,2.0,30.0,Not a direct statement of sexist opinion
2233,call_me,I can't help but be amazed at how good the women's soccer teams of developing countries like #CIV and #THA are #CIVvTHA,False,0.030388435,0.015455672,0.0114649,0.017162729,1.0,0.0,Not a direct statement of sexist opinion
2236,call_me,"MENTION4544 MENTION751 Eminem was so abused, beaten up in school. female rappers less likely to have that much bad shit",True,0.8115627,0.37012735,0.48627716,0.70864636,2.0,30.0,Stereotypes and Comparative opinions
2246,benevolent,"Happy #womensday to women who, despite patriarchal laws & norms, stay out late at night, smoke, drink, wear colourful abayas & laugh loudly",False,0.11316007,0.08831879,0.028171662,0.02385794,2.0,30.0,Not a direct statement of sexist opinion
2247,benevolent,It's not that... I think like a man... But...,False,0.049831573,0.009767435,0.019934712,0.020373698,2.0,30.0,Not a direct statement of sexist opinion
2252,benevolent,"woman you are a jewel
a diamond cut and shaped extraordinary
you are worth more than the number of guys who called you hot
#WomensDay",False,0.3389984,0.11396073,0.11464815,0.26614267,2.0,30.0,Not a direct statement of sexist opinion
