Comment_Id,Dataset,Comment,User_Is_Sexist,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,Perspective_Threat,Perspective_Sexually_Explicit,Sexist,GPT_Sexism_Rating,GPT_Sexism_Score,GPT_Sexism_Rating_Probability,GPT__Sexism_Score_Probability,content,majority_content
2104,hostile,"I'm not sexist, but sexist jokes are funny",False,0.3389984,0.084182754,0.06794841,0.21564959,0.010214032,0.3738246,0,3.0,70.0,93.24,53.44,"[5, 6, 5, 6, 6]",6
2105,hostile,"Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Girls should not be allowed to be commentators for football games",True,0.44002727,0.5135796,0.28997475,0.09001675,0.020609349,0.042743027,1,4.0,85.0,98.41,38.32,"[1, 1, 1, 3, 1]",1
2108,call_me,women still cannot place food scooped right out of a deep-fat fryer into their mouths like men.,True,0.47119883,0.50125694,0.40698266,0.18909787,0.018192071,0.16845907,1,3.0,75.0,75.49,88.47,"[2, 2, 2, 1, 2]",2
2110,benevolent,"MENTION3181 Real women also have a good man at their side and ain't out there manipulating society with their ""QUEER"" intentions as values.",True,0.3389984,0.38223284,0.19967617,0.0864606,0.0071717775,0.124132246,1,4.0,85.0,88.08,89.41,"[1, 6, 6, 2, 1]",1
2112,benevolent,"#dedicated 2 All women 
#womensday 
W👰#Wonderful

O💇#outsanding

M👱#marvellous

A👩#adorable

N👧#nice
WOMAN WORD  CO… https://t.co/dIxz79yxoK",False,0.048099842,0.011173353,0.01313691,0.07611542,0.007301235,0.14317296,0,1.0,0.0,99.72,99.96,"[6, 6, 6, 6, 6]",6
2114,call_me,Pitch?  zero chance I watch that,False,0.035691574,0.0026083488,0.0113509,0.017231047,0.00967031,0.016159745,0,1.0,0.0,100.0,100.0,"[5, 6, 6, 6, 6]",6
2120,benevolent,"When a woman can plan her family, she can plan the rest of her life. #WomensDay https://t.co/yRhHjMjfjH",False,0.05255287,0.04280826,0.013934915,0.014805742,0.007754337,0.017575197,0,1.0,0.0,99.68,96.58,"[5, 6, 6, 6, 6]",6
2128,call_me,MENTION1319 I would rather have men announce men's sports and women announce women's sports #lesbians? #sexistiknow,True,0.4402136,0.45348886,0.24903896,0.2761231,0.03407705,0.36437047,1,3.0,75.0,99.22,46.62,"[2, 6, 2, 1, 1]",1
2142,hostile,"MENTION1485 MENTION3314 Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",False,0.17805049,0.0034408006,0.08508729,0.031140719,0.006815769,0.007726009,0,1.0,0.0,100.0,99.99,"[5, 6, 6, 6, 6]",6
2146,benevolent,Any #woman with self respect worthy of honour will never want #men in their lives 2b disrespected or use them for m… https://t.co/xHLDAtGSmO,False,0.17285149,0.11512129,0.054376744,0.06796519,0.013579931,0.07662201,0,3.0,75.0,98.7,58.1,"[6, 1, 6, 6, 6]",6
2175,hostile,RT MENTION2553 If i let a girl drive my car it means something. #notsexist #justscience,True,0.25727063,0.12440576,0.05262003,0.12158839,0.030623792,0.30149096,1,3.0,70.0,97.06,48.71,"[2, 2, 2, 2, 1]",2
2177,call_me,I don't think the young lady on a date in the next booth cares *that* much about arena football.,False,0.05280026,0.009767435,0.016632931,0.024404489,0.0071588317,0.02937063,0,2.0,30.0,93.99,41.88,"[6, 6, 2, 6, 6]",6
2181,benevolent,A strong #woman builds her own #world #womensday #naistenpäivä #love #spirituality #innerstrength https://t.co/d5BxdNozk1,False,0.012817383,0.005253696,0.007132874,0.014669105,0.00746953,0.018400878,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 5, 6]",6
2189,call_me,I think it's weird when guys take too many pictures of themselves.. i think its a girl thing.,True,0.13388206,0.041003603,0.030044744,0.057443913,0.0089712385,0.12794039,1,2.0,25.0,93.99,26.27,"[1, 1, 3, 2, 1]",1
2195,call_me,some guys are absolutely disgusting when it comes to stuff like that https://t.co/ceipWvu1uo,False,0.47886392,0.1808059,0.48484445,0.29168049,0.010032792,0.043273047,0,1.0,0.0,97.07,99.66,"[5, 6, 6, 6, 5]",6
2197,call_me,"SO sexist. MT MENTION2835 I say men on front lines, women in interrogation. No man could trick me like a woman can!",True,0.40060925,0.2816105,0.26957804,0.12220735,0.011094344,0.34261686,1,4.0,85.0,75.49,58.26,"[1, 2, 2, 6, 6]",2
2201,hostile,MENTION2024 she already stated that it's not going to happen LOL .. Any day now she will come out saying that editing I'd to blame #mkr,False,0.2540519,0.018872296,0.076819435,0.09001675,0.027343199,0.032791305,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2203,benevolent,"🎶I need a man
A man who can act like a man🎶",True,0.10045706,0.017264472,0.030816011,0.031391226,0.0086087575,0.04168299,1,2.0,30.0,26.89,75.51,"[2, 1, 2, 1, 6]",1
2210,hostile,"MENTION1690 MENTION297 You have more legal rights than I do, is that OK?",False,0.054037213,0.008139528,0.014162917,0.019485557,0.009981008,0.020052237,0,3.0,70.0,34.86,61.71,"[5, 6, 6, 5, 6]",6
2229,call_me,"MENTION408 Sorry, 7 of those women need a bit more make-up.",False,0.23235008,0.11744241,0.081261896,0.057443913,0.009981008,0.06164705,0,3.0,70.0,56.22,59.98,"[2, 5, 5, 6, 2]",2
2230,benevolent,"""She was beautiful, passionate and just as crazy as I am..She could party like a man and love like a woman"" -Blow 💋",False,0.25462922,0.021786476,0.08459369,0.20016506,0.009722093,0.2013339,0,2.0,30.0,99.93,72.09,"[2, 5, 6, 6, 6]",6
2233,call_me,I can't help but be amazed at how good the women's soccer teams of developing countries like #CIV and #THA are #CIVvTHA,False,0.030388435,0.015455672,0.0114649,0.017162729,0.0074954215,0.016513607,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2236,call_me,"MENTION4544 MENTION751 Eminem was so abused, beaten up in school. female rappers less likely to have that much bad shit",True,0.8115627,0.37012735,0.48627716,0.70864636,0.2836219,0.41341063,1,2.0,30.0,85.2,80.25,"[2, 4, 5, 2, 2]",2
2246,benevolent,"Happy #womensday to women who, despite patriarchal laws & norms, stay out late at night, smoke, drink, wear colourful abayas & laugh loudly",False,0.11316007,0.08831879,0.028171662,0.02385794,0.00967031,0.024534503,0,2.0,30.0,93.22,73.64,"[6, 1, 6, 6, 2]",6
2247,benevolent,It's not that... I think like a man... But...,False,0.049831573,0.009767435,0.019934712,0.020373698,0.006925808,0.01875474,0,2.0,30.0,99.97,59.87,"[2, 6, 5, 6, 6]",6
2252,benevolent,"woman you are a jewel
a diamond cut and shaped extraordinary
you are worth more than the number of guys who called you hot
#WomensDay",False,0.3389984,0.11396073,0.11464815,0.26614267,0.013269233,0.3743851,0,2.0,30.0,62.25,69.68,"[2, 6, 6, 6, 6]",6
2257,call_me,I can't deal w Peter P being a girl...,True,0.26104406,0.11163961,0.16195811,0.04742365,0.007624879,0.06235374,1,2.0,25.0,90.46,48.18,"[1, 6, 2, 2, 2]",2
2262,hostile,"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR",True,0.034513097,0.0036627878,0.016708933,0.013405213,0.007521313,0.006516977,1,3.0,75.0,99.55,41.37,"[6, 2, 2, 2, 1]",2
2281,hostile,"And don't you dare call me sexist for generalizing women. If I had a dollar for every time I heard a woman say ""men are all the same""",True,0.2854903,0.2783691,0.110259406,0.08840031,0.007922632,0.1342873,1,3.0,70.0,99.6,29.08,"[2, 2, 2, 4, 2]",2
2289,benevolent,“Marble is formed in ancient seas and the sea is an allegory for the love of a woman.” #art #love #femalesculpture https://t.co/zWPTYij5iU,False,0.023788974,0.010729378,0.009317887,0.017845914,0.007870848,0.03231949,0,1.0,0.0,99.81,99.99,"[6, 6, 6, 6, 6]",6
2295,call_me,the Hunger Games would be so much better if Katniss was a boy. He wouldn't cry all the time and actually get shit done.,True,0.6989911,0.056582913,0.42743355,0.7673477,0.033386398,0.11293476,1,3.0,75.0,99.24,60.99,"[6, 3, 2, 2, 1]",2
2301,hostile,RT MENTION4332 Im not sexist but some females need to stay off the fucking roads,True,0.85333383,0.5983441,0.54471385,0.8117245,0.04098356,0.3743851,1,3.0,70.0,99.12,22.02,"[2, 1, 2, 2, 2]",2
2313,call_me,I firmly believe women are worse drivers than men. Minus the fact they get into less accidents.,True,0.47886392,0.5680164,0.40243408,0.12220735,0.010757755,0.025949955,1,3.0,75.0,99.75,58.56,"[2, 2, 5, 2, 2]",2
2317,hostile,#MKR Kat: the Wicked Witch from the West,False,0.19124292,0.03249594,0.082372494,0.096805766,0.011353259,0.03208358,0,1.0,0.0,4.19,99.97,"[6, 5, 6, 6, 5]",6
2320,hostile,MENTION2012 I know...that's the goal.  I'm here to expose their lack of sense.,False,0.25462922,0.0032373124,0.24903896,0.017982552,0.0062008454,0.005189991,0,1.0,0.0,100.0,100.0,"[5, 5, 6, 6, 6]",6
2325,benevolent,A woman is the only person who can multitask keeping everyone happy & content. I believe every women is a leader!… https://t.co/S5iV1bwcwa,False,0.112850055,0.10221587,0.023866551,0.020783609,0.007598988,0.017221333,0,2.0,30.0,99.96,84.9,"[6, 6, 2, 6, 2]",6
2337,call_me,few things are funnier than a woman in ridiculous heels trying to run to catch the train,False,0.50759226,0.3817989,0.4962726,0.29209393,0.012751401,0.10460069,0,3.0,75.0,93.99,47.06,"[1, 6, 6, 5, 6]",6
2341,hostile,MENTION2609 MENTION1362 I agree.  I can just spot them early.  I was right about Gaga.,False,0.034041706,0.0047727237,0.013668913,0.016035475,0.010654188,0.015452018,0,1.0,0.0,100.0,100.0,"[5, 5, 6, 5, 6]",5
2342,call_me,a girl playing bf4? Lol no,True,0.21776234,0.07921951,0.06424874,0.10054382,0.008492245,0.065887205,1,3.0,75.0,95.78,57.47,"[1, 1, 1, 1, 2]",1
2349,call_me,I will never let a woman take care of me. I will always work.,True,0.3389984,0.3895355,0.09855611,0.066963166,0.011638066,0.03903289,1,3.0,75.0,99.39,69.87,"[1, 2, 5, 1, 1]",1
2350,call_me,"Sawa womanizer ""MENTION885: I'll follow back a girl Avi much faster than a guy Avi...""",False,0.15766735,0.043839492,0.06250052,0.072882555,0.01698343,0.0706691,0,2.0,30.0,99.82,72.69,"[5, 6, 5, 6, 6]",6
2367,hostile,"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR",False,0.5566829,0.04796442,0.15343215,0.4242778,0.034422375,0.6643548,0,3.0,75.0,99.6,29.62,"[6, 6, 2, 1, 5]",6
2374,benevolent,"“A woman is the full circle. Within her is the power to create, nurture and transform.” — Diane M #womensday #tuesdaythought",False,0.034513097,0.023193322,0.011882903,0.013029462,0.0068999166,0.015923835,0,1.0,0.0,97.7,99.74,"[6, 6, 6, 6, 6]",6
2381,call_me,So fucking true!! “MENTION4235: I can't deal with women sportscasters.”,True,0.76523775,0.36702603,0.43158367,0.764141,0.013372798,0.28330317,1,3.0,75.0,99.39,74.89,"[3, 2, 1, 1, 2]",1
2382,call_me,"MENTION3191 I really just don't like that how it looks. It's stereotypical, unoriginal, and just cashin in on the GB name",False,0.1537979,0.023595277,0.05964688,0.04291453,0.008181547,0.01958042,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2387,call_me,"MENTION509 anytime something starts with ""Gonna be a bad time. People: the worst",False,0.29771072,0.020580608,0.19225755,0.0887236,0.013702838,0.008256803,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2390,call_me,MENTION1559 MENTION3900 Sorry I thought this was a woman. I have never heard a man speak this way. 🤔🤔🤔🤔🤔,True,0.2396185,0.11163961,0.06826523,0.043916557,0.0100069,0.038217206,1,2.0,30.0,50.0,62.43,"[2, 2, 1, 2, 6]",2
2392,hostile,I'm sick of you useless ass people in my culture. MENTION3022 stfu im sick off you useless ass people in my mentions,False,0.9209984,0.3825363,0.7782364,0.73341435,0.053654157,0.51986235,0,1.0,0.0,100.0,99.98,"[6, 6, 6, 6, 6]",6
2404,call_me,MENTION793 MENTION1141 males are far inferior no matter what kind of pants they'll get so what ever really 😏,True,0.50789946,0.46028158,0.41530323,0.3051381,0.045895394,0.32290408,1,4.0,85.0,90.47,52.42,"[2, 3, 3, 6, 2]",2
2409,benevolent,"without the love of a woman,
I don't even exist. 
we owe you more.
you deserve better from us.",False,0.1798404,0.10221587,0.04032305,0.025360947,0.012285355,0.029252676,0,2.0,30.0,99.67,82.08,"[6, 6, 6, 6, 6]",6
2412,hostile,"RT MENTION2554 I'm not sexist, but having Thor be a woman in the new comics is an idea I'm not so with.",True,0.23162876,0.11047905,0.039151907,0.1110661,0.009799767,0.19796939,1,2.0,25.0,93.99,6.79,"[3, 2, 3, 5, 3]",3
2413,call_me,"PS: please don't I totally don't care about your lady opinion. Signed, Not A Sexist",True,0.37751234,0.13805299,0.21602537,0.16031636,0.011715741,0.2404197,1,3.0,75.0,96.68,69.16,"[3, 1, 2, 2, 6]",2
2418,hostile,The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR,False,0.43965456,0.05976611,0.10294484,0.4098025,0.021127338,0.46473637,0,2.0,30.0,93.99,60.35,"[1, 5, 5, 6, 6]",5
2423,benevolent,"Today is #WomensDay ! Every day millions of women provide health services, save lives & keep people healthier all over the world 🌍 #IWD2017",False,0.025792383,0.017967897,0.010286893,0.016411226,0.008945347,0.016631562,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2431,call_me,I don't think anyone is to blame for #KavanaughConfirmation more than white women. numbers show… https://t.co/BnCqurM6lp,False,0.37073207,0.44690517,0.17361937,0.062454045,0.0104988385,0.023826776,0,3.0,70.0,85.16,50.16,"[1, 6, 5, 5, 6]",5
2442,call_me,this avatar MENTION1350 doesn't look like a Laurence.,False,0.038048524,0.005771666,0.016860934,0.016001316,0.007417747,0.011264639,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2446,call_me,"the women on ESPN are annoying as fuck. You don't know what you're talking about, shut the fuck up. #butreally",True,0.9563754,0.5502601,0.7967344,0.90862066,0.05042134,0.35025364,1,4.0,85.0,26.89,91.77,"[2, 2, 2, 1, 3]",2
2453,call_me,"honestly mass majority of woman can't cut it in combat arms, it's a liability",True,0.19870108,0.14019285,0.039737478,0.043415543,0.033386398,0.027601315,1,3.0,75.0,85.2,91.87,"[2, 2, 3, 2, 2]",2
2459,call_me,All of Kavanaugh's law clerks are hotter than MENTION1135 there is nothing sexier than a fem… https://t.co/f7aFQlbNfZ,True,0.39915034,0.09741807,0.24835461,0.2659699,0.011379151,0.4138546,1,3.0,75.0,99.7,78.94,"[2, 2, 2, 2, 3]",2
2461,hostile,".MENTION4698 No.  No reliable numbers.  But, a small town police department did a nine year study of their cases once...41% false.",False,0.03357032,0.0028118372,0.017227544,0.011133623,0.00675104,0.0033469545,0,1.0,0.0,100.0,100.0,"[4, 6, 6, 6, 6]",6
2463,call_me,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously,True,0.22043827,0.17303948,0.06354945,0.024267852,0.0074306927,0.0150981555,1,3.0,75.0,99.86,74.54,"[3, 3, 3, 2, 2]",3
2465,call_me,we all know that the woman's role in childbirth is over-rated. What about the nightmare of conception?,False,0.15213956,0.10221587,0.032028005,0.01846078,0.0076507707,0.0353863,0,3.0,70.0,92.41,57.06,"[2, 5, 4, 6, 6]",6
2467,call_me,"I just think girls that die for football are begs, it's cool to like it but don't go on like a bloke. 🙅",True,0.41445592,0.26663736,0.36537176,0.2347036,0.13144556,0.11531592,1,3.0,70.0,98.76,54.94,"[1, 6, 1, 1, 1]",1
2473,call_me,females are by far the sexier sex,True,0.45090583,0.36733335,0.16890354,0.35346076,0.009618527,0.46473637,1,2.0,30.0,99.93,79.86,"[3, 6, 6, 2, 2]",2
2474,call_me,that Rachel N is one annoying broad,False,0.48021027,0.078392304,0.5145894,0.240511,0.008841781,0.047866546,0,3.0,70.0,98.18,59.71,"[6, 5, 5, 6, 1]",5
2485,benevolent,"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.",False,0.30993456,0.04538634,0.07808672,0.13873272,0.012958534,0.36586943,0,1.0,0.0,99.59,98.75,"[6, 5, 1, 6, 6]",6
2489,call_me,"Lads should never have long fingernails, that shit should never happen",True,0.75208336,0.10221587,0.36021477,0.8089582,0.018710058,0.0837655,1,2.0,25.0,81.76,30.63,"[2, 1, 3, 5, 5]",5
2496,hostile,"#mkr Katie & Nikki are atrocities, but Kat & Andre would be the ones leaving if they had scored the promoskanks fairly. Kat has no dignity.",False,0.4274071,0.022992345,0.48569724,0.08290444,0.012337137,0.014567361,0,3.0,70.0,98.02,40.73,"[6, 5, 6, 2, 6]",6
2500,benevolent,She wanna power up like a man she gonna get combo'd like a man https://t.co/Pp4lnMVluv,False,0.26104406,0.026408968,0.07523532,0.17334256,0.038911607,0.3373539,0,3.0,75.0,99.64,69.67,"[5, 5, 3, 3, 5]",5
2502,benevolent,"Act Like A Lady , Think Like A Man ‼️💯",False,0.25462922,0.08500996,0.1469393,0.10797132,0.009126588,0.06306043,0,3.0,75.0,96.27,51.64,"[6, 6, 1, 6, 2]",6
2504,benevolent,"Of all the gifts that Allah has blessed us with, a loving mother is the greatest of them all.
#womensday",False,0.02873857,0.014350293,0.010172892,0.014942379,0.007068211,0.010792822,0,1.0,0.0,99.59,99.82,"[6, 6, 6, 6, 6]",6
2505,hostile,RT MENTION3429 Do men pretend to give birth? No? Then women should stop pretending to make a difference in politics.,True,0.25462922,0.27682206,0.06921569,0.03915693,0.01101667,0.044333085,1,3.0,75.0,62.25,89.19,"[1, 1, 2, 3, 3]",1
2518,call_me,MENTION792 MENTION3639 people who spew primitive garbage that marginalize Sexual Abuse victims n… https://t.co/qVWhjEdlHf,False,0.47119883,0.10221587,0.38852,0.33434898,0.13144556,0.4382661,0,1.0,0.0,100.0,100.0,"[5, 6, 6, 6, 6]",6
2528,call_me,That new show pitch looks fucking retarded as fuck nope just nope,False,0.96069145,0.32184324,0.69164425,0.89909166,0.013528148,0.34200832,0,1.0,0.0,100.0,99.98,"[6, 6, 6, 6, 6]",6
2531,hostile,Pity the tide didn't come in and sink Annie's meatballs #MKR,False,0.47323486,0.043581683,0.32211447,0.37052724,0.34804323,0.45513242,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
2533,benevolent,"Being a #Woman is Terribly Difficult Task, Since it Consists Principally in Dealing With #Men.
.
#suspendjavedlatif
#RIPBIG
#womensday
Enem",True,0.22043827,0.25140062,0.08831572,0.059948977,0.014048163,0.08971841,1,3.0,75.0,73.11,33.36,"[6, 2, 2, 6, 3]",2
2536,call_me,I despise female comedians and female rappers,True,0.6027529,0.6458014,0.37052566,0.28593817,0.012958534,0.036329936,1,4.0,95.0,98.2,19.95,"[3, 2, 3, 3, 2]",3
2542,call_me,MENTION2146 MENTION4265 idk pretty sure she's not interested in engineering,False,0.09828771,0.008361516,0.024897853,0.029050145,0.0083886795,0.026421772,0,2.0,25.0,99.23,23.73,"[6, 6, 5, 5, 6]",6
2546,call_me,"Male coworker during brainstorm: ""I'd rather hear a male dr talk about sports injuries"" #youSexist",True,0.3286776,0.17925262,0.16802633,0.17380778,0.016465442,0.29720834,1,3.0,75.0,99.23,77.15,"[2, 6, 1, 2, 5]",2
2551,call_me,Bridesmaids isn't that funny,False,0.11140333,0.013043936,0.034562174,0.029888187,0.0071199946,0.020288147,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 5]",6
2556,benevolent,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYAparisyon,True,0.04290464,0.008361516,0.020901557,0.018392462,0.006246155,0.02689359,1,3.0,70.0,99.76,36.9,"[1, 1, 6, 6, 3]",1
2566,benevolent,I like a man who refuses to let me touch a door handle or a gas pump when he's with me 💕,True,0.23235008,0.016460562,0.026315894,0.07191269,0.19229786,0.047336526,1,2.0,30.0,83.55,69.87,"[1, 1, 3, 1, 6]",1
2571,benevolent,"Women like them are why you have rights, while women like you said, ""What are they complaining about now?""… https://t.co/3Bgr1xzf90",False,0.1641865,0.120924085,0.058475737,0.028093686,0.007301235,0.030078357,0,2.0,30.0,53.11,74.76,"[5, 5, 6, 6, 3]",5
2572,hostile,#QuestionsForMen #WomenAgainstFeminism Another one who only wants to hear herself talk. http://t.co/I9gvXqZQj1,True,0.15822013,0.116281845,0.0638991,0.03840541,0.013528148,0.040446278,1,2.0,25.0,89.29,31.15,"[5, 6, 4, 2, 3]",2
2575,call_me,I hate when women wear pants suits.,True,0.39669925,0.43256098,0.16846494,0.22213541,0.008531082,0.054050107,1,3.0,75.0,62.25,29.49,"[1, 1, 3, 1, 2]",1
2577,benevolent,Women are the real architects of society. #womensday #WholesaleBagUK https://t.co/YNB2TDndoA,False,0.22712809,0.25817248,0.06564732,0.049427703,0.009981008,0.03727357,0,1.0,0.0,99.81,99.76,"[6, 6, 6, 6, 6]",6
2587,hostile,Children do lack depth of analysis MENTION4013 I don't want to listen to a girl announcer when I'm watching the Iowa game. #sorry #notsexist,True,0.2854903,0.104676254,0.113185234,0.044668075,0.0075083673,0.15459739,1,3.0,75.0,99.86,39.65,"[1, 1, 2, 3, 1]",1
2592,call_me,MENTION2692 I prefer male voices. Needs to be offset with a female though. Seems to work in afternoons.,True,0.16851899,0.11860296,0.037395194,0.031391226,0.009204263,0.056700204,1,2.0,30.0,99.85,60.14,"[6, 2, 2, 2, 6]",2
2593,call_me,watching women football is hilarious,True,0.11316007,0.07094744,0.025413504,0.03690237,0.0083886795,0.043803066,1,3.0,75.0,99.0,36.35,"[1, 2, 6, 5, 2]",2
2600,benevolent,"If a guy pays for a girl's meal he was taught right, but if a girl EXPECTS him to pay for her meal she was taught wrong.",True,0.11223003,0.04332388,0.027605021,0.022218296,0.008026198,0.05193003,1,3.0,75.0,99.8,51.79,"[2, 6, 5, 1, 3]",1
2602,benevolent,When life gives you lemons squirt them into the eyes of people who tell you that you are smart ~for a girl~,False,0.32919475,0.10221587,0.15769513,0.13785136,0.24090876,0.1342873,0,3.0,70.0,93.23,48.4,"[6, 2, 5, 6, 6]",6
2615,benevolent,"""you're abnormally tall for a girl""",True,0.44933176,0.11512129,0.44802538,0.28249276,0.009955117,0.19195437,1,2.0,25.0,99.33,25.99,"[2, 2, 2, 2, 6]",2
2621,call_me,Hillary is still a woman.  She is wired to nurture.  Wired to resolve conflict instead of promoting conflict.,True,0.23235008,0.10221587,0.14512913,0.015659723,0.006763986,0.013210886,1,3.0,70.0,81.76,65.02,"[2, 1, 1, 2, 1]",1
2623,call_me,"""I don't think women should..."" How about I just punch you in the face instead?",False,0.74954444,0.19890837,0.28997475,0.26463717,0.7488629,0.05157668,0,3.0,70.0,77.65,19.92,"[6, 6, 5, 5, 1]",5
2628,call_me,"""Don't women shouldn't hold jobs in anything"" MENTION2927",True,0.44933176,0.55044734,0.24424846,0.0816113,0.015602129,0.032555398,1,4.0,95.0,100.0,81.48,"[1, 1, 5, 6, 3]",1
2629,hostile,"Like the role of Nora H, for instance. MENTION2965 I'm not sexist, but people should play their roles.",False,0.14429577,0.025806036,0.027730936,0.06195303,0.009359611,0.18496928,0,3.0,70.0,37.75,59.95,"[5, 6, 5, 6, 1]",5
2631,call_me,"Women at #Augusta is stupid. that is a tradition. Are either women competitive golfers? No,Jus felt ""discriminated""",True,0.7701451,0.55044734,0.7492263,0.39409557,0.010421164,0.03562221,1,4.0,85.0,18.24,91.91,"[3, 2, 3, 2, 3]",3
2633,benevolent,"MENTION1009 and ""you're a woman and you don't equate to shit bc you aren't a man and you can't do anything as good as a man ever will""",True,0.78855824,0.5075293,0.6407567,0.70864636,0.013010317,0.2059804,1,4.0,95.0,100.0,95.52,"[3, 2, 2, 3, 1]",2
2641,call_me,his made me laugh out loud! I wonder how many shitty fans cussed her...? #MUFC #motd2 #mcfc http://t.co/CMLgXDpD,False,0.52811706,0.08583717,0.40243408,0.59166485,0.025789235,0.3743851,0,1.0,0.0,98.2,99.63,"[6, 6, 5, 6, 6]",6
2650,call_me,Go ahead and I miss female flight attendants on Hawaiian Airlines.,True,0.03109552,0.016360072,0.012946909,0.010040528,0.0063950317,0.004836128,1,2.0,25.0,91.49,52.43,"[5, 6, 2, 2, 2]",2
2653,benevolent,She started punching him like a man 😭😭😂😂 https://t.co/2W9pQ8CScX,True,0.39021665,0.023193322,0.070482984,0.1811049,0.5195707,0.10579127,1,2.0,30.0,81.76,65.78,"[6, 2, 1, 6, 1]",1
2654,hostile,jus gonna say it...again....DUMB BITCH! #MKR,False,0.9029226,0.13805299,0.8204276,0.776286,0.03649433,0.19796939,0,4.0,90.0,99.83,37.62,"[5, 6, 6, 2, 6]",6
2658,call_me,"it seems weird that  ""She Knows"" media has a male CEO?",False,0.077668175,0.03636306,0.024768941,0.014532468,0.006155535,0.014567361,0,2.0,25.0,99.8,53.19,"[5, 5, 6, 6, 6]",6
2666,call_me,MENTION3276 MENTION1591 there is something really sexy about seeing a hot woman handle a gun,True,0.44573322,0.11163961,0.097093195,0.34099978,0.075531214,0.44348592,1,2.0,25.0,90.47,9.58,"[2, 2, 2, 6, 2]",2
2667,benevolent,Make your girl realise that she is the only princesses left in this world ! Respect her and own her  #womensday,False,0.11171334,0.031722516,0.027347196,0.04065997,0.027515862,0.055640165,0,2.0,30.0,99.68,81.37,"[1, 6, 6, 6, 6]",6
2670,call_me,"Boys with stretchers = hot, girls with stretchers = foul, idk what it is, girls look weird with them #unpopularopinion",True,0.4977744,0.28034934,0.3388922,0.33453682,0.023544617,0.4138546,1,3.0,70.0,99.94,56.48,"[1, 1, 2, 2, 2]",2
2676,call_me,Y'all might trans men as well. https://t.co/0OngMtJSUf,False,0.28087774,0.2877625,0.08533409,0.15283443,0.009592636,0.16845907,0,1.0,0.0,100.0,100.0,"[6, 5, 6, 6, 5]",6
2679,call_me,I get annoyed by women anchors on SportsCenter,True,0.37751234,0.40158966,0.1711343,0.15635987,0.010628296,0.0429197,1,3.0,60.0,97.96,0.5,"[3, 2, 1, 2, 1]",1
2684,call_me,"""Yes, DONT YOU DARE CALL ME BORING!""",False,0.2540519,0.008842488,0.11172232,0.096482486,0.0091524795,0.027955178,0,1.0,0.0,100.0,100.0,"[6, 6, 5, 6, 6]",6
2692,call_me,"MENTION3080 Shoddy organizing, basically. Also, if you're a hot chick you get all you want. it's the truth.",True,0.3389984,0.04822223,0.083112895,0.25915453,0.012026439,0.3743851,1,3.0,70.0,99.92,39.52,"[1, 2, 6, 2, 2]",2
2693,call_me,"I find drunk men absolutely repulsive. Drunk women, on the other hand, absolutely hilarious!!",True,0.50789946,0.48915586,0.4986907,0.22713706,0.01238892,0.06164705,1,3.0,70.0,97.97,56.57,"[2, 3, 1, 5, 2]",2
2696,call_me,MENTION1858 MENTION2193 I have a hard time finding anything wrong with that xD,False,0.05824285,0.008768492,0.014732921,0.030138692,0.011146127,0.028898813,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 5, 6]",6
2700,benevolent,"""she parties like a man but loves like a woman""",True,0.23812068,0.14019285,0.10440776,0.051932767,0.007327127,0.06947852,1,2.0,30.0,85.2,77.45,"[6, 2, 2, 6, 2]",2
2706,call_me,I just cannot take women's basketball seriously,True,0.28547668,0.33060804,0.07238392,0.05017922,0.008246276,0.03373494,1,3.0,70.0,86.7,61.33,"[3, 2, 3, 2, 3]",3
2717,benevolent,"#womensday
Because behind every great woman there is no man",False,0.27750343,0.28034934,0.0838533,0.044668075,0.010162249,0.04185966,0,2.0,30.0,96.67,80.5,"[6, 6, 6, 6, 2]",6
2721,benevolent,The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #LightsOut,False,0.25462922,0.28034934,0.0816321,0.022286616,0.015256803,0.02477041,0,2.0,30.0,97.73,67.07,"[6, 6, 6, 6, 6]",6
