Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
1443,call_me,I want a stay at home wife,False,Behaviorial Expectations,0.04,0.01,0.01,0.02,2.0,25.0,A
1448,hostile,RT MENTION4169 I swear I'm not sexist but get these ladies outta here when it comes to football,True,Behaviorial Expectations,0.43,0.38,0.27,0.25,3.0,70.0,B
1464,call_me,I don't trust boys who use ellipticals.,True,Behaviorial Expectations,0.2,0.11,0.06,0.04,2.0,25.0,A
1474,hostile,Actually I hate people who talk about any sport when they can't name over 50 players playing that sport.. #mostlywomen #notsexist #justtrue,True,Stereotypes and Comparative opinions,0.41,0.38,0.19,0.2,3.0,65.0,B
1477,benevolent,MENTION2132 dam that's tall for a girl 😂,False,Stereotypes and Comparative opinions,0.46,0.1,0.25,0.44,2.0,30.0,C
1482,call_me,I doubt any women will pass te BUDS and 99.9% of seal training when the allow it,True,Stereotypes and Comparative opinions,0.2,0.24,0.06,0.04,3.0,75.0,A
1485,hostile,"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR",False,Not a direct statement of sexist opinion,0.52,0.28,0.57,0.25,2.0,30.0,B
1487,benevolent,#adaywithoutwomen Is like a day without other stuff I'd hate spending a day without...so...yeah...it's been a long week...sorry,False,Not a direct statement of sexist opinion,0.26,0.19,0.07,0.09,1.0,0.0,C
1490,call_me,More frequently I see guys behaving straight out of their emotions. that's female behavior imo,True,Behaviorial Expectations,0.11,0.1,0.03,0.04,3.0,70.0,A
1497,hostile,I would rather have a blind dog as a ref than freakin Liz. I am sorry I am not sexist but that is why girls should not ref boys games.,True,Behaviorial Expectations,0.54,0.34,0.44,0.49,4.0,85.0,B
1500,hostile,MENTION996 I don't think women can make tough military decisions. Notice Hilary's face during the Bin L raid http://t.co/WtcwEDajEG,True,Stereotypes and Comparative opinions,0.3,0.3,0.14,0.06,3.0,75.0,B
1502,hostile,".MENTION3728 Then what REALLY opened my eyes. An article on financial abortion. Even, after reading, I still opposed. Responsibility, etc.",False,Not a direct statement of sexist opinion,0.07,0.01,0.02,0.02,1.0,0.0,B
1511,benevolent,Let's pay a tribute to the spirit of women's. EMPI takes pride in empowering women's by educating them to face the… https://t.co/mkq0vN8MHv,False,Not a direct statement of sexist opinion,0.07,0.05,0.02,0.03,1.0,0.0,C
1513,hostile,"Half the time when I read a girls tweet I read like the dude in ""Sh*t sorority girls say"" video on YouTube. #notsexist #justahabit",True,Stereotypes and Comparative opinions,0.58,0.27,0.38,0.62,2.0,25.0,B
1517,call_me,I will not vote for a women president ✊👌 MENTION2059 #QuotesByBrett,True,Stereotypes and Comparative opinions,0.42,0.49,0.25,0.07,4.0,95.0,A
1520,call_me,OHHHH maaaan LOL “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”,True,Stereotypes and Comparative opinions,0.79,0.37,0.68,0.66,4.0,85.0,A
1522,benevolent,"No man succeeds without a good woman behind him, a wife or mother & if it's both then he is twice as blessed.....",True,Stereotypes and Comparative opinions,0.05,0.02,0.02,0.01,3.0,75.0,C
1523,call_me,I don't like women commentators on mens sports.. just don't like it,True,Behaviorial Expectations,0.37,0.41,0.12,0.09,3.0,75.0,A
1542,benevolent,"Nothing should be as important to a nation than the health of its women, children & young people #WomensDay… https://t.co/KtH35Q5LKL",False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.01,1.0,0.0,C
1545,call_me,I'm not attracted to women who are well versed in sports statistics.,True,Behaviorial Expectations,0.3,0.37,0.09,0.06,2.0,30.0,A
1548,benevolent,"""You have a good taste in music for a girl"" 
....yeah cause only guys have good taste. 🙃",True,Stereotypes and Comparative opinions,0.23,0.1,0.09,0.03,3.0,75.0,C
1556,call_me,every girl has a little part of them that wants to be a princess. And every boy has a part that wants to rescue them.,True,Behaviorial Expectations,0.11,0.04,0.03,0.07,2.0,30.0,A
1557,call_me,"The killers are women!?!? Damn, I would've never guessed that #CriminalMinds",False,Not a direct statement of sexist opinion,0.6,0.46,0.41,0.57,2.0,30.0,A
1564,call_me,I don't trust no women....and personally I don't think they even trust themselves.....i love yall tho,True,Stereotypes and Comparative opinions,0.51,0.56,0.34,0.19,3.0,75.0,A
1572,benevolent,"It's time to show the world what a woman can do, women can change the world  ..  superb video .. I loved it.  #WomensDay    
MENTION179",False,Not a direct statement of sexist opinion,0.05,0.03,0.01,0.02,1.0,0.0,C
1576,call_me,MENTION4621 Lara would have make a better spokeswoman than Kate U in “Game of War” commercial.,False,Not a direct statement of sexist opinion,0.05,0.0,0.02,0.01,2.0,25.0,A
1578,benevolent,"“There is no limit to what we, as women, can accomplish.” —Michelle O.
Happy #WomensDay ! https://t.co/PRg9ozxg7S",False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.01,1.0,0.0,C
1581,benevolent,"To all the Mother - ladies out there! #womensday #womensday2017
We respect fr ur sacrifices&battles u going thru, f… https://t.co/syDxnACBTX",False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.02,1.0,0.0,C
1587,benevolent,"“The biggest coward of a man is to awaken the love of a woman without the intention of loving her.”

Bob M",False,Not a direct statement of sexist opinion,0.37,0.1,0.4,0.05,2.0,30.0,C
1592,hostile,Retweet if you hate Ovechkin. Fav if you hate Ovechkin. Hate Ovechkin.,False,Not a direct statement of sexist opinion,0.47,0.27,0.37,0.23,1.0,0.0,B
1594,call_me,it's just not ok for a guy to like 'Revenge'. It's just not.,True,Behaviorial Expectations,0.07,0.01,0.02,0.02,3.0,75.0,A
1600,hostile,"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr",True,Stereotypes and Comparative opinions,0.51,0.32,0.54,0.33,3.0,70.0,B
1607,call_me,this cute Unicorn is the only girl's toy my Men's Shed makes. I'm open to polite suggestions. https://t.co/VDB7D7kNhw,False,Not a direct statement of sexist opinion,0.11,0.01,0.02,0.09,2.0,30.0,A
1610,hostile,"""girl sports"" gives it away here MENTION2506 I dont even understand why girl sports are televised #notsexist #justsaying",True,Behaviorial Expectations,0.28,0.18,0.06,0.09,3.0,70.0,B
1611,call_me,"Just saw a woman bus driver. women are inferior. Right?
#Iknowimright",True,Stereotypes and Comparative opinions,0.51,0.57,0.46,0.2,4.0,95.0,A
1613,call_me,I enjoy listening to guys singing better than girls,False,Not a direct statement of sexist opinion,0.38,0.4,0.25,0.13,2.0,30.0,A
1620,benevolent,SO many love songs I can think of are a male character declaring himself unworthy of or constantly needing to earn the love of a woman,False,Not a direct statement of sexist opinion,0.16,0.07,0.04,0.05,1.0,0.0,C
1621,hostile,Surely THIS proves that those two cunts can't cook... #mkr,False,Not a direct statement of sexist opinion,0.76,0.06,0.63,0.63,4.0,90.0,B
1630,hostile,RT MENTION3522 Girls can't catch ghosts! #fact #notsexist #justsaying #Ghostbusters,True,Behaviorial Expectations,0.28,0.16,0.08,0.18,3.0,65.0,B
1632,benevolent,"But through my experiences, flaws, disrespect and bullshit I learned a good woman is your greatest asset on your journey in life as a man.",False,Not a direct statement of sexist opinion,0.58,0.11,0.36,0.71,2.0,30.0,C
1633,call_me,"MENTION447 MENTION1959 I've complimented women like this in all of the ""no"" ones excep… https://t.co/p6f3emkqUK",False,Not a direct statement of sexist opinion,0.09,0.02,0.02,0.05,1.0,0.0,A
1643,hostile,MENTION2483 MENTION1804 Seems she did have plenty of time to deny evidence and arguments...just no time to make them...,False,Not a direct statement of sexist opinion,0.04,0.0,0.02,0.01,1.0,0.0,B
1645,hostile,MENTION786 if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr,False,Not a direct statement of sexist opinion,0.4,0.1,0.17,0.23,3.0,70.0,B
1651,call_me,MENTION29 u may yes there are times when you feel judges is acting 2 tough. Feels lyk a scum that incl. Lady judge,False,Maybe Sexist - needs more context,0.55,0.06,0.61,0.33,3.0,70.0,A
1661,benevolent,also when that lady forgot her name but she was a b*tch was fighting sinbad she was like A MAN...BEATING ME? WE R NATURALY SUPERIOR..WOMEN,True,Endorsement of inequality,0.73,0.49,0.58,0.6,3.0,75.0,C
1678,call_me,"MENTION1128 Doggy is only limited to women. Women of ages 16-35. Unless they look like Jen A, 36 up is a no. lol",False,Not a direct statement of sexist opinion,0.24,0.18,0.08,0.05,3.0,65.0,A
1682,call_me,i don't think girls should rap,True,Behaviorial Expectations,0.38,0.45,0.17,0.18,3.0,75.0,A
1687,call_me,"Lol is a feminist a fwd doah RT MENTION278: I don't too pree female hurricane, dem 2 emotional ya man",True,Stereotypes and Comparative opinions,0.37,0.37,0.25,0.23,3.0,75.0,A
1695,benevolent,"A Man is lucky if he is the first love of a Woman
&
A Woman is lucky if she is the last love of a man....✨",False,Stereotypes and Comparative opinions,0.17,0.15,0.04,0.02,2.0,30.0,C
1696,call_me,"idc, female uber drivers are better.",True,Stereotypes and Comparative opinions,0.21,0.24,0.05,0.03,2.0,30.0,A
1710,call_me,Unless it’s my birthday that’s not happening 💀 I’m not letting a girl pay for me. It kills my ego https://t.co/96PvA5b8Vn,True,Behaviorial Expectations,0.29,0.06,0.07,0.21,2.0,30.0,A
1711,call_me,theres something about a girl driving  that scares me...or maybe its because she would rather... http://t.co/In6PXBCA,True,Stereotypes and Comparative opinions,0.13,0.03,0.03,0.07,3.0,70.0,A
1712,benevolent,where would we be without the love of a woman? #InternationalWomensDay,False,Not a direct statement of sexist opinion,0.1,0.07,0.02,0.02,1.0,0.0,C
1724,hostile,I hope she kicks your ass out. MENTION1679 I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,True,Behaviorial Expectations,0.86,0.3,0.51,0.69,3.0,75.0,B
1727,call_me,Debate me be mad be whatever the fuck nah that shit ain't the wave.,False,Not a direct statement of sexist opinion,0.89,0.05,0.51,0.91,1.0,0.0,A
1733,benevolent,#internationalwomensday #adaywithoutwomen We have always been the catalysts & change makers. #Reject misogyny at every turn! Everyone should,False,Not a direct statement of sexist opinion,0.1,0.06,0.02,0.02,1.0,0.0,C
1734,call_me,it's worse when I look over and it's a woman picking her nose and eating it.,True,Behaviorial Expectations,0.4,0.23,0.26,0.23,3.0,65.0,A
1746,call_me,I have a hard time listening to a woman call a baseball game #mets,True,Endorsement of inequality,0.16,0.1,0.03,0.04,2.0,30.0,A
1750,call_me,i think they should invent a chip for cellphones that zaps women if they turn it on while driving a vehicle.,True,Behaviorial Expectations,0.18,0.11,0.03,0.05,4.0,95.0,A
1751,call_me,giant diamond-encrusted crucifixes and mom pants do not look flattering on a woman. #trainridehome,True,Stereotypes and Comparative opinions,0.2,0.08,0.06,0.08,3.0,70.0,A
1753,call_me,Im sorry putting washing out to dry is no job for a man! #Ballache,True,Behaviorial Expectations,0.11,0.02,0.03,0.04,3.0,75.0,A
1756,benevolent,"I am going to create a restaurant called ""Sammich world"" and im only going to hire women.
#adaywithoutwomen has made me see the light!",True,Behaviorial Expectations,0.33,0.38,0.09,0.05,3.0,70.0,C
1763,hostile,Kat you're fkn ass #MKR,True,Maybe Sexist - needs more context,0.64,0.04,0.63,0.78,1.0,0.0,B
1771,benevolent,"""The biggest coward of a man is to awaken the love of a woman without the intention of loving her.""- Bob M #InternationalWomensDay",False,Not a direct statement of sexist opinion,0.31,0.13,0.27,0.1,2.0,30.0,C
1785,hostile,Men lack such self-awareness MENTION1054 Women are so complicated. #NotSexist,True,Behaviorial Expectations,0.4,0.41,0.27,0.14,3.0,70.0,B
1786,call_me,"MENTION2175 okay, you look PERFECT this morning. Hair, make-up, earrings, dress -- spot on. Do… https://t.co/ydnrkBcosf",False,Not a direct statement of sexist opinion,0.06,0.01,0.01,0.05,2.0,20.0,A
1799,hostile,"""Simple things please simple minds."" MENTION1989 I'm not sexist but dammit, the best jokes are.",False,Maybe Sexist - needs more context,0.52,0.04,0.33,0.54,3.0,70.0,B
1809,call_me,"i dont know if i can watch a full length womens hockey game. also, the players having faces that i wanna do doesnt help.",True,Stereotypes and Comparative opinions,0.17,0.08,0.03,0.04,3.0,65.0,A
1815,benevolent,"#InternationalWomensDay because I've witnessed a man refer to an executive woman as ""A Good Girl"" #BeBoldForChange",False,Not a direct statement of sexist opinion,0.07,0.04,0.02,0.02,2.0,30.0,C
1816,call_me,"if a woman is married, and chooses NOT to have sex with her husband...she shouldn't be mad if he cheats...#imjussayin",True,Behaviorial Expectations,0.39,0.07,0.08,0.25,3.0,75.0,A
1818,call_me,I love when a man asks for my beer advice. #beerchick,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.04,2.0,30.0,A
1820,call_me,"Lol. How cute? ""God's"" sexuality is Shrodinger's cat. RT""MENTION3327: I think God is male... https://t.co/MNMcestg9x""",True,Stereotypes and Comparative opinions,0.38,0.22,0.16,0.23,1.0,0.0,A
1825,benevolent,"The foundation of every great man, is the love of a woman",False,Not a direct statement of sexist opinion,0.12,0.08,0.03,0.03,2.0,30.0,C
1831,hostile,MENTION4472 I'm not sexist but I hate hearing the female football sports casters. Idk why,True,Behaviorial Expectations,0.47,0.46,0.27,0.26,2.0,30.0,B
1834,benevolent,"💛 You're not cute, you always look like A MAN which is definitely a positive aspect https://t.co/S0wNYIh2r9",False,Not a direct statement of sexist opinion,0.06,0.01,0.03,0.03,3.0,70.0,C
1838,benevolent,"ABCDEFG means 
A Boy Can Do Everything For a Girl 👌🏽",True,Behaviorial Expectations,0.15,0.04,0.03,0.07,3.0,75.0,C
1852,call_me,"You may I have a little list?/
Edwina and Louise/
and most of all Nadine:/
You'll not me missed,/
You'll not be missed.",False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,A
1870,benevolent,"Did you know ABCDEFG means 
A Boy Can Do Everything For a Girl
reverse GFEDCBA means
Girl Forget Everything Done & Catches New Boy Again",False,Not a direct statement of sexist opinion,0.11,0.05,0.02,0.04,2.0,30.0,C
1878,benevolent,"ABCDEFG means....
A boy can do everything for a girl. 
Reverse, GFEDCBA means....
Girl forget everything done &... https://t.co/qmWBbF0e6J",False,Not a direct statement of sexist opinion,0.18,0.1,0.04,0.08,3.0,70.0,C
1882,benevolent,My daughter throws more like a man than Barry. MENTION3407 https://t.co/Dp6xTFScxM,True,Stereotypes and Comparative opinions,0.25,0.03,0.08,0.14,3.0,70.0,C
1891,hostile,Suck shit Kat you dumb shit. Go back into the swamp behind ya and shut the fuck up. #MKR,False,Not a direct statement of sexist opinion,0.97,0.24,0.87,0.92,1.0,0.0,B
1893,call_me,"In a way, I would like to see a Harris-Warren or Warren-Harris ticket.
But I also know women don’t always work well… https://t.co/hDfYwbXDRh",False,Maybe Sexist - needs more context,0.23,0.27,0.08,0.02,3.0,75.0,A
1894,benevolent,"I like to think of myself as a strong independent woman, but I can't deny the fact that it feels damn good to be taken care of by a man.",False,Not a direct statement of sexist opinion,0.34,0.09,0.09,0.42,2.0,40.0,C
1896,call_me,females shouldn't have hair anywhere south of their eyelashes #imjustsayin,True,Behaviorial Expectations,0.47,0.52,0.27,0.18,3.0,75.0,A
1897,hostile,RT MENTION2632 Not sexist but girls on twitter aren't funny,True,Stereotypes and Comparative opinions,0.39,0.37,0.27,0.2,2.0,30.0,B
1906,hostile,MENTION2780 Depends if these 2 cesspools came from a house that taught them integrity and morals as a child ... Sadly not 😕 #toxickat #mkr,False,Not a direct statement of sexist opinion,0.31,0.03,0.27,0.11,1.0,0.0,B
1911,hostile,Ahh Manu well said! Just cook good food and you'll be OK. Simples! Back in ya box bitch Kat #MKR,False,Maybe Sexist - needs more context,0.63,0.1,0.61,0.56,4.0,85.0,B
1923,call_me,"woman suck at driving, period.",True,Stereotypes and Comparative opinions,0.81,0.65,0.65,0.54,4.0,90.0,A
1925,call_me,i enjoy womens snowboarding. #USA,False,Not a direct statement of sexist opinion,0.05,0.03,0.02,0.02,1.0,0.0,A
1928,benevolent,"Honor Women Everyday! Think about the very woman who gave birth to you! The love of a woman is unmatched. 
#InternationalWomensDay",False,Not a direct statement of sexist opinion,0.03,0.02,0.01,0.01,1.0,0.0,C
1936,call_me,"men, unless they are chefs, should not be allowed to buy produce. #loveyoubutdontbuysummersqashinnovember",True,Stereotypes and Comparative opinions,0.31,0.35,0.08,0.04,2.0,30.0,A
1942,hostile,RT MENTION941 Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work.,True,Endorsement of inequality,0.2,0.1,0.03,0.1,3.0,75.0,B
1947,hostile,MENTION1087 Men's rights activist or advocate.,False,Not a direct statement of sexist opinion,0.01,0.01,0.01,0.01,1.0,0.0,B
1948,call_me,"I hate this... #nomancard RT MENTION1600: My teammates boyfriend wants to take her last name. Her, last name. 

Feminism",True,Behaviorial Expectations,0.4,0.38,0.19,0.2,2.0,30.0,A
1951,call_me,women's cricket is boring.,True,Stereotypes and Comparative opinions,0.44,0.49,0.36,0.17,3.0,75.0,A
1958,call_me,"I do not like women sports analysts, journalists or commentators. Instant channel change. Exception is MENTION4119.",True,Behaviorial Expectations,0.38,0.46,0.16,0.05,4.0,85.0,A
1978,benevolent,ABCDEFG means... A Boy Can Do Everything For A Girl ♥,True,Behaviorial Expectations,0.17,0.05,0.03,0.08,2.0,40.0,C
1979,call_me,Iv just seen some blond girl driving a Nissan skyline RS that's just wrong,True,Behaviorial Expectations,0.33,0.28,0.17,0.11,2.0,30.0,A
1985,call_me,dads should not be dance dads 😳 go coach baseball,True,Behaviorial Expectations,0.23,0.02,0.08,0.05,3.0,75.0,A
1996,call_me,LOL RT MENTION1612: Sexist!! RT MENTION3826: i hate hearing a woman on sportscenter..,True,Behaviorial Expectations,0.52,0.49,0.37,0.29,4.0,95.0,A
2002,call_me,I am firmly against guys posting selfies with the dog filter,True,Behaviorial Expectations,0.2,0.06,0.06,0.08,1.0,0.0,A
2009,call_me,I’d much rather watch this than women’s football. https://t.co/TBrbC4URHE,False,Maybe Sexist - needs more context,0.16,0.15,0.03,0.03,2.0,30.0,A
2021,hostile,Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #SoTrue,True,Stereotypes and Comparative opinions,0.94,0.72,0.79,0.87,4.0,95.0,B
2022,call_me,men shuldnt hav ther nipples pierced.,True,Behaviorial Expectations,0.56,0.15,0.17,0.47,2.0,30.0,A
2027,call_me,MENTION1394 I agree. Every high school boy ought to have relations with a hot mom. But I don't condone opposite..,True,Behaviorial Expectations,0.45,0.06,0.12,0.3,3.0,75.0,A
2033,hostile,I'm not sexist but a female can't do what a nigga do... In the end y'all gonna look like a hoe and a dude gonna look like a playa,True,Endorsement of inequality,0.83,0.74,0.69,0.69,3.0,75.0,B
2050,hostile,RT MENTION4401 Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit,True,Stereotypes and Comparative opinions,0.67,0.39,0.47,0.63,3.0,75.0,B
2054,benevolent,"Me @ 5'7"": i'm  tall for a girl
Dutch friend @ 6': what? honey, youre not that tall???
Me: .....i mean.....back home......",False,Not a direct statement of sexist opinion,0.23,0.09,0.07,0.11,1.0,0.0,C
2055,hostile,"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr",True,Behaviorial Expectations,0.6,0.15,0.55,0.54,3.0,75.0,B
2074,benevolent,"I'm a woman. I don't want superiority over men nor the equality. I just want to be treated with dignity and respect. That's all.
#womensday",False,Not a direct statement of sexist opinion,0.11,0.08,0.02,0.02,1.0,0.0,C
2076,hostile,False. Equivalence. MENTION4180: I'm not sexist i hate boys and girls equally.,False,Not a direct statement of sexist opinion,0.59,0.51,0.37,0.28,2.0,25.0,B
2078,call_me,"if a girl wants to get her tits out, she can! When was the sun and family newspaper?! #nomorepage3 #readthetelegraph",False,Not a direct statement of sexist opinion,0.65,0.11,0.27,0.54,2.0,30.0,A
2079,hostile,"RT MENTION3516 I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.",True,Behaviorial Expectations,0.3,0.05,0.08,0.2,3.0,70.0,B
2091,call_me,when a girl tells a joke that's not funny at all I just get annoyed...,True,Behaviorial Expectations,0.22,0.1,0.06,0.08,2.0,30.0,A
2092,benevolent,Empowering women empowers humanity. MENTION2806 #BeBoldForChange info is here:  https://t.co/nMjW6lkmiF #WomensDay https://t.co/BAM7CSqzgi,False,Not a direct statement of sexist opinion,0.07,0.04,0.02,0.03,1.0,0.0,C
2102,call_me,What? :/ RT MENTION4257: I really don't  appreciate the fact that women are loading coaster buses now,True,Behaviorial Expectations,0.31,0.36,0.08,0.09,3.0,70.0,A
2104,hostile,"I'm not sexist, but sexist jokes are funny",False,Not a direct statement of sexist opinion,0.34,0.08,0.07,0.22,3.0,70.0,B
2105,hostile,"Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Girls should not be allowed to be commentators for football games",True,Behaviorial Expectations,0.44,0.51,0.29,0.09,4.0,85.0,B
2108,call_me,women still cannot place food scooped right out of a deep-fat fryer into their mouths like men.,True,Stereotypes and Comparative opinions,0.47,0.5,0.41,0.19,3.0,75.0,A
2110,benevolent,"MENTION3181 Real women also have a good man at their side and ain't out there manipulating society with their ""QUEER"" intentions as values.",True,Behaviorial Expectations,0.34,0.38,0.2,0.09,4.0,85.0,C
2112,benevolent,"#dedicated 2 All women 
#womensday 
W👰#Wonderful

O💇#outsanding

M👱#marvellous

A👩#adorable

N👧#nice
WOMAN WORD  CO… https://t.co/dIxz79yxoK",False,Not a direct statement of sexist opinion,0.05,0.01,0.01,0.08,1.0,0.0,C
2114,call_me,Pitch?  zero chance I watch that,False,Not a direct statement of sexist opinion,0.04,0.0,0.01,0.02,1.0,0.0,A
2120,benevolent,"When a woman can plan her family, she can plan the rest of her life. #WomensDay https://t.co/yRhHjMjfjH",False,Not a direct statement of sexist opinion,0.05,0.04,0.01,0.01,1.0,0.0,C
2128,call_me,MENTION1319 I would rather have men announce men's sports and women announce women's sports #lesbians? #sexistiknow,True,Behaviorial Expectations,0.44,0.45,0.25,0.28,3.0,75.0,A
2142,hostile,"MENTION1485 MENTION3314 Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",False,Not a direct statement of sexist opinion,0.18,0.0,0.09,0.03,1.0,0.0,B
2146,benevolent,Any #woman with self respect worthy of honour will never want #men in their lives 2b disrespected or use them for m… https://t.co/xHLDAtGSmO,False,Not a direct statement of sexist opinion,0.17,0.12,0.05,0.07,3.0,75.0,C
2175,hostile,RT MENTION2553 If i let a girl drive my car it means something. #notsexist #justscience,True,Stereotypes and Comparative opinions,0.26,0.12,0.05,0.12,3.0,70.0,B
2177,call_me,I don't think the young lady on a date in the next booth cares *that* much about arena football.,False,Not a direct statement of sexist opinion,0.05,0.01,0.02,0.02,2.0,30.0,A
2181,benevolent,A strong #woman builds her own #world #womensday #naistenpäivä #love #spirituality #innerstrength https://t.co/d5BxdNozk1,False,Not a direct statement of sexist opinion,0.01,0.01,0.01,0.01,1.0,0.0,C
2189,call_me,I think it's weird when guys take too many pictures of themselves.. i think its a girl thing.,True,Behaviorial Expectations,0.13,0.04,0.03,0.06,2.0,25.0,A
2195,call_me,some guys are absolutely disgusting when it comes to stuff like that https://t.co/ceipWvu1uo,False,Not a direct statement of sexist opinion,0.48,0.18,0.48,0.29,1.0,0.0,A
2197,call_me,"SO sexist. MT MENTION2835 I say men on front lines, women in interrogation. No man could trick me like a woman can!",True,Stereotypes and Comparative opinions,0.4,0.28,0.27,0.12,4.0,85.0,A
2201,hostile,MENTION2024 she already stated that it's not going to happen LOL .. Any day now she will come out saying that editing I'd to blame #mkr,False,Not a direct statement of sexist opinion,0.25,0.02,0.08,0.09,1.0,0.0,B
2203,benevolent,"🎶I need a man
A man who can act like a man🎶",True,Behaviorial Expectations,0.1,0.02,0.03,0.03,2.0,30.0,C
2210,hostile,"MENTION1690 MENTION297 You have more legal rights than I do, is that OK?",False,Not a direct statement of sexist opinion,0.05,0.01,0.01,0.02,3.0,70.0,B
2229,call_me,"MENTION408 Sorry, 7 of those women need a bit more make-up.",False,Stereotypes and Comparative opinions,0.23,0.12,0.08,0.06,3.0,70.0,A
2230,benevolent,"""She was beautiful, passionate and just as crazy as I am..She could party like a man and love like a woman"" -Blow 💋",False,Not a direct statement of sexist opinion,0.25,0.02,0.08,0.2,2.0,30.0,C
2233,call_me,I can't help but be amazed at how good the women's soccer teams of developing countries like #CIV and #THA are #CIVvTHA,False,Not a direct statement of sexist opinion,0.03,0.02,0.01,0.02,1.0,0.0,A
2236,call_me,"MENTION4544 MENTION751 Eminem was so abused, beaten up in school. female rappers less likely to have that much bad shit",True,Stereotypes and Comparative opinions,0.81,0.37,0.49,0.71,2.0,30.0,A
2246,benevolent,"Happy #womensday to women who, despite patriarchal laws & norms, stay out late at night, smoke, drink, wear colourful abayas & laugh loudly",False,Not a direct statement of sexist opinion,0.11,0.09,0.03,0.02,2.0,30.0,C
2247,benevolent,It's not that... I think like a man... But...,False,Not a direct statement of sexist opinion,0.05,0.01,0.02,0.02,2.0,30.0,C
2252,benevolent,"woman you are a jewel
a diamond cut and shaped extraordinary
you are worth more than the number of guys who called you hot
#WomensDay",False,Not a direct statement of sexist opinion,0.34,0.11,0.11,0.27,2.0,30.0,C
2257,call_me,I can't deal w Peter P being a girl...,True,Stereotypes and Comparative opinions,0.26,0.11,0.16,0.05,2.0,25.0,A
2262,hostile,"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR",True,Stereotypes and Comparative opinions,0.03,0.0,0.02,0.01,3.0,75.0,B
2281,hostile,"And don't you dare call me sexist for generalizing women. If I had a dollar for every time I heard a woman say ""men are all the same""",True,Stereotypes and Comparative opinions,0.29,0.28,0.11,0.09,3.0,70.0,B
2289,benevolent,“Marble is formed in ancient seas and the sea is an allegory for the love of a woman.” #art #love #femalesculpture https://t.co/zWPTYij5iU,False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.02,1.0,0.0,C
2295,call_me,the Hunger Games would be so much better if Katniss was a boy. He wouldn't cry all the time and actually get shit done.,True,Stereotypes and Comparative opinions,0.7,0.06,0.43,0.77,3.0,75.0,A
2301,hostile,RT MENTION4332 Im not sexist but some females need to stay off the fucking roads,True,Stereotypes and Comparative opinions,0.85,0.6,0.54,0.81,3.0,70.0,B
2313,call_me,I firmly believe women are worse drivers than men. Minus the fact they get into less accidents.,True,Stereotypes and Comparative opinions,0.48,0.57,0.4,0.12,3.0,75.0,A
2317,hostile,#MKR Kat: the Wicked Witch from the West,False,Not a direct statement of sexist opinion,0.19,0.03,0.08,0.1,1.0,0.0,B
2320,hostile,MENTION2012 I know...that's the goal.  I'm here to expose their lack of sense.,False,Not a direct statement of sexist opinion,0.25,0.0,0.25,0.02,1.0,0.0,B
2325,benevolent,A woman is the only person who can multitask keeping everyone happy & content. I believe every women is a leader!… https://t.co/S5iV1bwcwa,False,Not a direct statement of sexist opinion,0.11,0.1,0.02,0.02,2.0,30.0,C
2337,call_me,few things are funnier than a woman in ridiculous heels trying to run to catch the train,False,Not a direct statement of sexist opinion,0.51,0.38,0.5,0.29,3.0,75.0,A
2341,hostile,MENTION2609 MENTION1362 I agree.  I can just spot them early.  I was right about Gaga.,False,Maybe Sexist - needs more context,0.03,0.0,0.01,0.02,1.0,0.0,B
2342,call_me,a girl playing bf4? Lol no,True,Behaviorial Expectations,0.22,0.08,0.06,0.1,3.0,75.0,A
2349,call_me,I will never let a woman take care of me. I will always work.,True,Behaviorial Expectations,0.34,0.39,0.1,0.07,3.0,75.0,A
2350,call_me,"Sawa womanizer ""MENTION885: I'll follow back a girl Avi much faster than a guy Avi...""",False,Not a direct statement of sexist opinion,0.16,0.04,0.06,0.07,2.0,30.0,A
